complaint_id,customer_id,state_id,category_id,complaint_date,status,resolution_date,description,priority_level
998,3574,1,4,2023-11-19,Resolved,2023-06-10,Complaint description 880,Low
999,3422,1,5,2023-01-10,In Progress,,Complaint description 881,High
1000,3657,1,3,2023-09-16,Resolved,2024-07-29,Complaint description 882,Medium
1001,3095,6,5,2023-03-14,Open,,Complaint description 883,Low
1002,3085,4,3,2025-08-24,Open,,Complaint description 884,High
1003,4007,5,2,2025-09-02,In Progress,,Complaint description 885,Medium
1004,3449,2,1,2024-12-25,In Progress,,Complaint description 886,Medium
1005,3792,6,1,2025-06-07,In Progress,,Complaint description 887,Low
1006,3397,5,5,2024-08-31,Resolved,2023-01-11,Complaint description 888,Medium
1007,3568,3,3,2025-01-24,In Progress,,Complaint description 889,Medium
1008,3934,5,1,2025-03-30,In Progress,,Complaint description 890,High
1009,3764,3,5,2023-07-19,Resolved,2023-06-17,Complaint description 891,Low
1010,3693,6,3,2023-02-05,Open,,Complaint description 892,High
1011,3815,5,4,2023-08-16,Open,,Complaint description 893,Medium
1012,3545,2,1,2025-05-30,In Progress,,Complaint description 894,High
1013,3256,2,2,2024-04-25,In Progress,,Complaint description 895,Medium
1014,3307,4,2,2025-04-11,Resolved,2023-11-04,Complaint description 896,Medium
1015,3828,2,4,2025-07-24,In Progress,,Complaint description 897,Low
1016,3636,4,3,2025-01-03,Resolved,2024-03-16,Complaint description 898,High
1017,3546,4,4,2023-10-10,In Progress,,Complaint description 899,High
1018,3788,3,2,2025-06-07,Open,,Complaint description 900,Medium
1019,3894,5,3,2025-10-15,In Progress,,Complaint description 901,Low
1020,3489,1,4,2024-09-06,Resolved,2024-08-09,Complaint description 902,High
1021,3692,3,5,2025-02-27,In Progress,,Complaint description 903,Medium
1022,3409,4,2,2024-09-30,Open,,Complaint description 904,Medium
1023,3768,2,1,2023-04-21,Open,,Complaint description 905,High
1024,4000,4,2,2023-12-31,Open,,Complaint description 906,Medium
1025,3197,4,4,2023-09-12,Open,,Complaint description 907,Low
1026,3481,2,3,2025-07-31,Resolved,2024-03-28,Complaint description 908,Low
1027,3145,1,2,2025-03-25,In Progress,,Complaint description 909,High
1028,3544,5,5,2025-11-27,Open,,Complaint description 910,High
1029,3634,1,1,2025-08-08,Open,,Complaint description 911,Medium
1030,3212,6,2,2023-09-25,Resolved,2023-03-28,Complaint description 912,High
1031,3155,6,3,2024-04-17,Resolved,2023-07-12,Complaint description 913,Medium
1032,3664,3,2,2023-03-21,Open,,Complaint description 914,Medium
1033,3720,5,2,2023-04-08,Open,,Complaint description 915,Low
1034,3956,3,2,2023-09-07,Open,,Complaint description 916,High
1035,3150,2,2,2025-06-03,Open,,Complaint description 917,Low
1036,3211,1,5,2024-04-11,Resolved,2025-04-25,Complaint description 918,High
1037,3850,2,2,2025-10-12,In Progress,,Complaint description 919,Low
1038,3286,3,2,2023-05-10,Open,,Complaint description 920,Medium
1039,3262,5,3,2024-11-07,Resolved,2023-06-21,Complaint description 921,Low
1040,3039,2,2,2023-10-17,Open,,Complaint description 922,Low
1041,3413,5,5,2024-09-04,In Progress,,Complaint description 923,High
1042,3858,2,5,2023-07-21,In Progress,,Complaint description 924,Low
1043,4027,6,5,2025-09-04,Open,,Complaint description 925,Medium
1044,3938,5,2,2023-02-04,In Progress,,Complaint description 926,High
1045,3360,4,2,2024-05-18,In Progress,,Complaint description 927,Medium
1046,3741,5,2,2025-12-16,In Progress,,Complaint description 928,High
1047,3340,4,2,2025-10-22,In Progress,,Complaint description 929,Medium
1048,3278,5,5,2025-08-09,Open,,Complaint description 930,High
1049,3186,3,4,2023-07-25,Open,,Complaint description 931,High
1050,3137,1,3,2025-06-11,Open,,Complaint description 932,Low
1051,3174,5,3,2025-06-29,In Progress,,Complaint description 933,Medium
1052,3583,5,1,2025-04-29,Resolved,2023-06-25,Complaint description 934,High
1053,3599,4,3,2023-03-11,In Progress,,Complaint description 935,Medium
1054,3675,6,5,2023-02-12,In Progress,,Complaint description 936,High
1055,3549,1,4,2025-08-09,Resolved,2023-11-02,Complaint description 937,Medium
1056,3725,3,2,2023-01-27,Open,,Complaint description 938,High
1057,3807,4,2,2025-06-09,In Progress,,Complaint description 939,Medium
1058,3127,3,3,2023-07-25,Resolved,2025-06-08,Complaint description 940,Medium
1059,3948,1,2,2024-07-27,Resolved,2023-07-03,Complaint description 941,Medium
1060,3635,2,5,2025-04-02,Resolved,2024-06-27,Complaint description 942,Low
1061,3604,1,1,2023-05-07,Resolved,2025-01-06,Complaint description 943,Low
1062,3763,3,5,2025-04-10,In Progress,,Complaint description 944,High
1063,3798,2,2,2023-05-25,In Progress,,Complaint description 945,Medium
1064,3536,6,3,2025-07-28,In Progress,,Complaint description 946,Medium
1065,3179,1,3,2023-02-23,Open,,Complaint description 947,Low
1066,3177,2,2,2024-07-17,In Progress,,Complaint description 948,Medium
1067,3547,3,1,2024-08-15,Resolved,2024-01-13,Complaint description 949,Low
1068,3432,1,1,2025-06-14,Resolved,2024-10-15,Complaint description 950,Low
1069,3973,4,2,2023-06-02,In Progress,,Complaint description 951,Medium
1070,3493,4,2,2024-09-06,Open,,Complaint description 952,Low
1071,3360,1,1,2024-08-21,Resolved,2023-09-23,Complaint description 953,Medium
1072,3069,3,1,2024-07-13,Resolved,2023-02-26,Complaint description 954,Low
1073,3912,6,3,2024-02-02,In Progress,,Complaint description 955,Low
1074,3404,3,4,2025-04-12,In Progress,,Complaint description 956,High
1075,3479,6,3,2025-09-28,Resolved,2025-08-20,Complaint description 957,Low
1076,3736,1,1,2024-04-11,Open,,Complaint description 958,High
1077,3185,1,1,2023-07-25,In Progress,,Complaint description 959,High
1078,3517,3,3,2023-06-30,Resolved,2023-11-23,Complaint description 960,High
1079,3348,4,5,2023-08-02,Resolved,2024-10-17,Complaint description 961,Low
1080,3389,1,1,2023-10-13,Resolved,2024-03-05,Complaint description 962,Low
1081,3269,6,5,2023-09-19,In Progress,,Complaint description 963,Low
1082,3095,3,1,2024-09-24,Open,,Complaint description 964,Medium
1083,3916,2,1,2023-01-08,Open,,Complaint description 965,Medium
1084,3704,1,1,2023-10-21,Resolved,2023-07-03,Complaint description 966,High
1085,3783,4,5,2023-07-15,Open,,Complaint description 967,High
1086,3210,5,4,2023-10-01,Open,,Complaint description 968,Medium
1087,3183,3,4,2023-09-29,Open,,Complaint description 969,Low
1088,3858,5,3,2023-03-16,In Progress,,Complaint description 970,Medium
1089,3241,6,5,2023-08-17,In Progress,,Complaint description 971,Low
1090,3127,5,5,2024-02-03,Resolved,2024-03-21,Complaint description 972,Low
1091,3933,3,2,2024-08-07,Open,,Complaint description 973,Low
1092,3713,4,1,2023-12-01,Resolved,2023-06-30,Complaint description 974,Medium
1093,3163,5,2,2023-02-01,Resolved,2025-05-19,Complaint description 975,Medium
1094,3506,4,2,2025-05-28,In Progress,,Complaint description 976,High
1095,3761,5,5,2023-08-15,Open,,Complaint description 977,High
1096,3269,2,1,2024-05-19,Resolved,2025-10-28,Complaint description 978,Medium
1097,3586,1,1,2024-09-16,Open,,Complaint description 979,High
1098,3381,6,4,2023-04-22,In Progress,,Complaint description 980,Low
1099,3459,3,4,2024-09-08,Resolved,2024-03-15,Complaint description 981,Low
1100,3173,4,1,2024-06-06,In Progress,,Complaint description 982,Low
1101,3682,1,2,2024-12-29,Resolved,2023-05-04,Complaint description 983,Low
1102,3556,4,4,2023-09-09,Open,,Complaint description 984,Medium
1103,3636,6,5,2025-06-29,Open,,Complaint description 985,Medium
1104,3583,6,4,2025-03-24,Resolved,2023-03-25,Complaint description 986,Medium
1105,3911,1,3,2023-07-27,Resolved,2024-10-26,Complaint description 987,Low
1106,3289,2,2,2025-01-20,In Progress,,Complaint description 988,Medium
1107,4022,4,3,2024-01-30,In Progress,,Complaint description 989,Medium
1108,3521,4,2,2023-12-06,Open,,Complaint description 990,Low
1109,3713,1,3,2024-07-03,In Progress,,Complaint description 991,High
1110,3036,2,5,2025-05-05,Resolved,2023-02-02,Complaint description 992,High
1111,6,2,2,2025-01-28,Open,,Complaint description 993,Medium
1112,3285,6,1,2024-12-29,In Progress,,Complaint description 994,Medium
1113,3688,3,5,2024-09-16,In Progress,,Complaint description 995,High
1114,3862,2,4,2024-04-17,Resolved,2023-06-23,Complaint description 996,Low
1115,3124,3,1,2025-02-08,Open,,Complaint description 997,High
1116,3555,3,2,2023-12-18,Resolved,2024-03-14,Complaint description 998,Low
1117,3497,1,1,2025-06-19,In Progress,,Complaint description 999,High
1118,3178,5,4,2025-07-22,Resolved,2025-09-02,Complaint description 1000,High
1119,3429,1,1,2024-07-22,Resolved,2025-11-01,Complaint description 1001,Medium
1120,3163,6,2,2023-10-19,Open,,Complaint description 1002,Medium
1121,3414,4,3,2023-02-24,Resolved,2024-08-23,Complaint description 1003,Medium
1122,3931,4,2,2025-04-25,In Progress,,Complaint description 1004,Medium
1123,3283,3,2,2024-05-05,Open,,Complaint description 1005,High
1124,3859,5,2,2023-08-14,Open,,Complaint description 1006,Medium
1125,3150,5,5,2024-10-23,In Progress,,Complaint description 1007,Low
1126,3469,3,5,2023-07-25,Open,,Complaint description 1008,Low
1127,3205,3,5,2024-02-11,Resolved,2023-04-06,Complaint description 1009,Medium
1128,3796,4,5,2023-06-13,Resolved,2023-07-27,Complaint description 1010,High
1129,3795,1,5,2024-07-05,Resolved,2023-05-22,Complaint description 1011,High
1130,3445,2,4,2023-01-10,In Progress,,Complaint description 1012,Medium
1131,3201,6,4,2025-09-21,In Progress,,Complaint description 1013,Medium
1132,3140,1,2,2025-02-25,Resolved,2024-07-13,Complaint description 1014,High
1133,3386,5,3,2023-01-15,In Progress,,Complaint description 1015,Medium
1134,3165,5,4,2023-10-26,Resolved,2023-12-27,Complaint description 1016,Medium
1135,3717,3,4,2024-06-19,Open,,Complaint description 1017,Low
1136,3923,6,2,2023-01-28,Resolved,2023-12-18,Complaint description 1018,High
1137,3374,5,4,2023-09-28,Resolved,2025-05-29,Complaint description 1019,Medium
1138,3056,3,5,2023-02-01,Open,,Complaint description 1020,High
1139,3537,4,4,2025-11-30,In Progress,,Complaint description 1021,High
1140,3860,3,4,2023-05-31,In Progress,,Complaint description 1022,Low
1141,3867,4,2,2024-03-17,In Progress,,Complaint description 1023,High
1142,3401,4,5,2024-07-21,Resolved,2025-03-15,Complaint description 1024,High
1143,4017,1,3,2023-04-05,In Progress,,Complaint description 1025,Medium
1144,3231,3,1,2024-12-02,Open,,Complaint description 1026,Medium
1145,3558,5,5,2025-08-14,In Progress,,Complaint description 1027,High
1146,3471,4,2,2023-11-06,Resolved,2023-07-03,Complaint description 1028,High
1147,3813,1,3,2024-09-07,In Progress,,Complaint description 1029,Low
1148,3608,2,4,2023-11-24,Resolved,2024-03-31,Complaint description 1030,High
1149,3761,5,4,2025-03-13,In Progress,,Complaint description 1031,Medium
1150,3714,4,5,2023-01-09,Resolved,2023-12-27,Complaint description 1032,Low
1151,3506,6,1,2024-07-15,Open,,Complaint description 1033,High
1152,3608,1,1,2025-11-20,Open,,Complaint description 1034,High
1153,3285,3,2,2023-07-17,Resolved,2023-09-29,Complaint description 1035,High
1154,3888,2,3,2023-02-08,In Progress,,Complaint description 1036,Low
1155,3264,2,2,2023-03-28,Open,,Complaint description 1037,Medium
1156,3126,6,2,2025-10-04,In Progress,,Complaint description 1038,Low
1157,3325,3,5,2023-11-05,Resolved,2024-08-01,Complaint description 1039,Medium
1158,3746,2,4,2023-07-13,In Progress,,Complaint description 1040,High
1159,3716,5,4,2025-01-05,In Progress,,Complaint description 1041,High
1160,3523,5,5,2024-07-03,Open,,Complaint description 1042,Medium
1161,3236,3,1,2024-10-29,Resolved,2024-05-26,Complaint description 1043,Medium
1162,3949,6,3,2024-04-20,Open,,Complaint description 1044,High
1163,3952,5,4,2023-08-10,In Progress,,Complaint description 1045,Medium
1164,3053,6,4,2024-01-21,Open,,Complaint description 1046,High
1165,3534,2,4,2025-12-03,In Progress,,Complaint description 1047,High
1166,3801,1,1,2025-08-27,In Progress,,Complaint description 1048,Low
1167,3471,2,3,2024-03-11,In Progress,,Complaint description 1049,Low
1168,4029,5,3,2024-09-19,Resolved,2023-12-31,Complaint description 1050,Low
1169,3409,3,5,2024-02-22,Resolved,2025-07-26,Complaint description 1051,High
1170,3818,5,3,2025-11-22,In Progress,,Complaint description 1052,Medium
1171,3508,4,5,2023-05-14,In Progress,,Complaint description 1053,High
1172,3795,5,5,2024-10-10,Resolved,2023-02-18,Complaint description 1054,Medium
1173,3423,5,2,2023-11-05,Resolved,2023-01-03,Complaint description 1055,Medium
1174,3775,2,5,2025-02-14,In Progress,,Complaint description 1056,High
1175,3931,5,3,2024-09-15,Open,,Complaint description 1057,Medium
1176,3041,6,5,2024-09-21,Open,,Complaint description 1058,Low
1177,3866,1,2,2023-05-19,In Progress,,Complaint description 1059,High
1178,3422,6,5,2025-11-14,Open,,Complaint description 1060,High
1179,3780,1,5,2024-07-02,Resolved,2023-09-28,Complaint description 1061,Low
1180,4020,6,3,2024-01-31,Resolved,2025-12-21,Complaint description 1062,Medium
1181,3342,4,3,2025-01-04,Open,,Complaint description 1063,Low
1182,3886,6,5,2024-09-03,In Progress,,Complaint description 1064,High
1183,3812,3,1,2024-10-28,Open,,Complaint description 1065,High
1184,3228,4,2,2025-06-18,Open,,Complaint description 1066,Low
1185,3688,6,5,2023-05-20,In Progress,,Complaint description 1067,High
1186,3229,6,3,2025-02-01,In Progress,,Complaint description 1068,Medium
1187,3837,4,2,2025-05-03,Open,,Complaint description 1069,Medium
1188,3831,5,4,2024-08-18,In Progress,,Complaint description 1070,High
1189,3876,3,3,2023-12-11,Resolved,2023-06-30,Complaint description 1071,High
1190,3415,2,3,2024-03-03,Open,,Complaint description 1072,High
1191,3396,4,1,2025-12-16,In Progress,,Complaint description 1073,High
1192,3114,5,1,2023-05-24,Resolved,2025-02-05,Complaint description 1074,High
1193,3424,2,1,2023-10-29,Open,,Complaint description 1075,Medium
1194,3552,3,5,2025-03-03,In Progress,,Complaint description 1076,Medium
1195,3321,5,4,2023-08-08,In Progress,,Complaint description 1077,Medium
1196,3058,5,3,2023-08-24,In Progress,,Complaint description 1078,Low
1197,3400,1,2,2024-10-08,In Progress,,Complaint description 1079,Medium
1198,3410,3,5,2023-09-12,Resolved,2024-05-07,Complaint description 1080,Medium
1199,3481,5,3,2025-12-13,Resolved,2024-01-03,Complaint description 1081,High
1200,3713,4,1,2025-11-26,Open,,Complaint description 1082,Medium
1201,3068,6,2,2025-09-05,Open,,Complaint description 1083,Medium
1202,3323,6,1,2023-12-14,Open,,Complaint description 1084,Low
1203,3997,6,5,2025-09-23,Resolved,2024-04-03,Complaint description 1085,Low
1204,3038,1,2,2025-06-19,In Progress,,Complaint description 1086,Medium
1205,3530,6,3,2024-07-31,Open,,Complaint description 1087,High
1206,3082,2,1,2025-05-28,Resolved,2024-07-03,Complaint description 1088,Low
1207,3991,3,2,2025-09-08,Open,,Complaint description 1089,High
1208,3941,6,1,2024-10-13,In Progress,,Complaint description 1090,High
1209,3504,1,1,2024-04-24,In Progress,,Complaint description 1091,High
1210,3174,6,5,2024-05-11,Open,,Complaint description 1092,Medium
1211,3683,6,1,2024-11-03,In Progress,,Complaint description 1093,High
1212,3062,6,1,2025-10-04,Open,,Complaint description 1094,Medium
1213,3353,6,3,2024-12-27,Resolved,2024-02-14,Complaint description 1095,Medium
1214,3069,1,4,2023-02-25,Open,,Complaint description 1096,Medium
1215,3987,2,5,2024-01-23,Open,,Complaint description 1097,Medium
1216,3305,4,3,2023-01-26,Open,,Complaint description 1098,Medium
1217,3483,6,2,2023-04-29,Resolved,2024-05-13,Complaint description 1099,High
1218,4022,5,3,2024-11-23,Resolved,2025-05-27,Complaint description 1100,Low
1219,3284,4,4,2025-11-20,In Progress,,Complaint description 1101,Low
1220,3815,5,2,2023-09-16,Open,,Complaint description 1102,Medium
1221,4007,5,3,2023-11-11,In Progress,,Complaint description 1103,Low
1222,3140,1,5,2025-03-28,Open,,Complaint description 1104,Low
1223,3368,4,3,2024-04-15,In Progress,,Complaint description 1105,Medium
1224,4027,1,5,2025-07-28,Open,,Complaint description 1106,High
1225,3166,4,4,2025-01-24,Resolved,2025-01-16,Complaint description 1107,Low
1226,3414,6,5,2023-08-29,In Progress,,Complaint description 1108,Medium
1227,3095,4,2,2023-03-04,In Progress,,Complaint description 1109,High
1228,3082,3,4,2024-05-11,Resolved,2023-05-07,Complaint description 1110,Medium
1229,3849,1,4,2023-10-07,Resolved,2025-07-14,Complaint description 1111,Low
1230,3457,4,4,2023-02-25,Resolved,2023-05-29,Complaint description 1112,Low
1231,3383,1,1,2023-11-17,Open,,Complaint description 1113,High
1232,3170,1,5,2025-12-24,Open,,Complaint description 1114,Low
1233,3715,5,3,2025-12-21,Open,,Complaint description 1115,Low
1234,3964,2,5,2024-01-11,In Progress,,Complaint description 1116,Low
1235,3293,6,5,2025-03-16,In Progress,,Complaint description 1117,High
1236,3875,5,3,2024-04-11,In Progress,,Complaint description 1118,Medium
1237,3759,6,4,2024-01-02,In Progress,,Complaint description 1119,Low
1238,3040,5,4,2024-02-05,Open,,Complaint description 1120,Medium
1239,3824,6,5,2025-04-10,Open,,Complaint description 1121,Medium
1240,4022,6,1,2023-12-17,Open,,Complaint description 1122,Medium
1241,3661,6,5,2025-08-13,In Progress,,Complaint description 1123,High
1242,3518,2,4,2024-11-22,Resolved,2023-01-26,Complaint description 1124,High
1243,3830,3,2,2025-01-29,In Progress,,Complaint description 1125,Low
1244,3852,5,4,2024-09-08,In Progress,,Complaint description 1126,Low
1245,3140,6,4,2025-05-18,In Progress,,Complaint description 1127,High
1246,3750,6,3,2023-10-30,Open,,Complaint description 1128,High
1247,3426,5,3,2024-07-11,Resolved,2023-01-09,Complaint description 1129,Medium
1248,3603,6,5,2025-02-02,In Progress,,Complaint description 1130,Low
1249,3042,2,4,2023-04-06,Open,,Complaint description 1131,High
1250,3444,5,3,2025-11-26,Open,,Complaint description 1132,Medium
1251,3198,1,5,2025-02-23,Open,,Complaint description 1133,High
1252,3105,5,1,2024-05-24,In Progress,,Complaint description 1134,Medium
1253,3658,5,3,2025-06-04,In Progress,,Complaint description 1135,Low
1254,3469,5,4,2024-06-14,In Progress,,Complaint description 1136,Low
1255,3665,6,1,2024-10-31,Resolved,2024-11-18,Complaint description 1137,Medium
1256,3914,2,3,2025-02-28,In Progress,,Complaint description 1138,Low
1257,3470,1,1,2024-09-11,Open,,Complaint description 1139,Low
1258,3969,1,5,2024-06-15,In Progress,,Complaint description 1140,High
1259,3105,3,4,2023-06-10,In Progress,,Complaint description 1141,High
1260,3093,3,1,2025-02-06,Open,,Complaint description 1142,High
1261,3309,5,3,2024-10-27,Resolved,2024-07-27,Complaint description 1143,Low
1262,3621,1,1,2025-02-15,Open,,Complaint description 1144,Medium
1263,3882,2,2,2023-12-05,Open,,Complaint description 1145,Low
1264,3175,1,4,2024-07-28,In Progress,,Complaint description 1146,High
1265,3809,1,5,2024-01-13,In Progress,,Complaint description 1147,High
1266,3907,4,4,2024-03-23,In Progress,,Complaint description 1148,Low
1267,3751,4,3,2024-04-24,Open,,Complaint description 1149,Low
1268,3373,5,5,2024-09-19,Open,,Complaint description 1150,High
1269,3724,4,2,2024-01-06,Resolved,2023-07-23,Complaint description 1151,High
1270,3468,6,3,2024-06-30,In Progress,,Complaint description 1152,Medium
1271,3812,2,3,2024-01-30,Open,,Complaint description 1153,High
1272,3531,5,4,2025-03-28,Open,,Complaint description 1154,Medium
1273,3444,4,3,2024-03-07,Open,,Complaint description 1155,Low
1274,4000,6,4,2023-12-14,Resolved,2024-08-25,Complaint description 1156,High
1275,3216,2,5,2023-02-28,Open,,Complaint description 1157,Low
1276,3496,3,5,2025-08-28,Open,,Complaint description 1158,Low
1277,3446,2,4,2023-06-21,In Progress,,Complaint description 1159,Low
1278,3143,1,5,2023-07-31,Resolved,2024-08-09,Complaint description 1160,High
1279,3205,1,2,2025-07-19,Open,,Complaint description 1161,Low
1280,3586,2,1,2024-08-06,Open,,Complaint description 1162,Medium
1281,3985,6,3,2024-07-03,Resolved,2025-08-10,Complaint description 1163,Medium
1282,3847,2,3,2024-05-01,In Progress,,Complaint description 1164,Low
1283,3647,5,1,2024-01-13,Resolved,2024-10-22,Complaint description 1165,Low
1284,3369,1,5,2023-05-09,Open,,Complaint description 1166,High
1285,3414,2,5,2024-09-06,Resolved,2024-11-15,Complaint description 1167,High
1286,3858,1,3,2023-05-30,In Progress,,Complaint description 1168,Low
1287,3930,4,3,2023-10-05,In Progress,,Complaint description 1169,High
1288,3290,5,2,2024-02-06,Open,,Complaint description 1170,Low
1289,3391,4,1,2025-02-28,Open,,Complaint description 1171,Medium
1290,3999,5,3,2025-01-20,In Progress,,Complaint description 1172,Low
1291,3551,2,3,2025-03-29,In Progress,,Complaint description 1173,Low
1292,3343,5,3,2025-06-09,Resolved,2023-07-12,Complaint description 1174,Low
1293,3563,2,2,2023-05-05,In Progress,,Complaint description 1175,High
1294,3387,2,4,2025-06-10,Resolved,2023-11-30,Complaint description 1176,Medium
1295,3230,1,1,2025-11-01,In Progress,,Complaint description 1177,Medium
1296,3921,6,5,2024-03-21,Open,,Complaint description 1178,Medium
1297,3359,1,2,2024-12-10,Resolved,2023-05-06,Complaint description 1179,Medium
1298,3179,6,3,2024-10-25,Resolved,2024-07-28,Complaint description 1180,Low
1299,3955,2,4,2025-09-28,In Progress,,Complaint description 1181,Low
1300,3438,2,1,2023-03-22,Open,,Complaint description 1182,Medium
1301,3782,4,5,2025-05-29,Open,,Complaint description 1183,Medium
1302,3874,3,4,2023-01-03,Resolved,2024-09-16,Complaint description 1184,Medium
1303,3851,1,2,2024-01-06,Open,,Complaint description 1185,Medium
1304,3840,6,2,2024-04-25,Resolved,2024-05-25,Complaint description 1186,Low
1305,3787,4,1,2023-12-29,In Progress,,Complaint description 1187,High
1306,3352,3,5,2025-11-14,Open,,Complaint description 1188,High
1307,3851,2,2,2025-10-26,Open,,Complaint description 1189,Low
1308,3518,3,5,2023-06-26,In Progress,,Complaint description 1190,High
1309,3725,3,2,2024-10-25,Resolved,2025-06-08,Complaint description 1191,Low
1310,4005,6,2,2023-10-12,Resolved,2024-07-24,Complaint description 1192,High
1311,3476,3,5,2023-11-20,Open,,Complaint description 1193,High
1312,3378,6,5,2024-04-27,In Progress,,Complaint description 1194,Low
1313,3751,2,4,2024-03-17,In Progress,,Complaint description 1195,High
1314,3069,1,3,2024-07-22,In Progress,,Complaint description 1196,High
1315,3701,4,3,2024-04-22,Resolved,2025-10-05,Complaint description 1197,High
1316,3518,6,2,2024-10-11,In Progress,,Complaint description 1198,High
1317,3241,3,4,2025-03-27,Open,,Complaint description 1199,High
1318,3950,2,4,2025-11-20,In Progress,,Complaint description 1200,High
1319,3667,3,3,2025-12-05,In Progress,,Complaint description 1201,High
1320,3749,2,3,2025-02-23,Resolved,2023-11-13,Complaint description 1202,Low
1321,3098,4,1,2025-08-18,Resolved,2025-05-10,Complaint description 1203,High
1322,3718,2,2,2025-07-29,In Progress,,Complaint description 1204,Medium
1323,3944,2,3,2025-01-25,In Progress,,Complaint description 1205,Low
1324,4022,4,3,2023-12-29,Open,,Complaint description 1206,Low
1325,3131,2,3,2024-07-20,Resolved,2023-12-05,Complaint description 1207,Medium
1326,3120,5,3,2024-03-06,Open,,Complaint description 1208,Medium
1327,3060,6,3,2023-10-19,In Progress,,Complaint description 1209,Medium
1328,3476,2,2,2023-10-21,Resolved,2024-07-31,Complaint description 1210,Low
1329,3243,2,1,2023-02-20,Resolved,2024-12-24,Complaint description 1211,Low
1330,3322,1,3,2025-02-03,Open,,Complaint description 1212,High
1331,3704,3,4,2023-07-26,Open,,Complaint description 1213,Medium
1332,3253,4,3,2025-11-27,Resolved,2025-11-09,Complaint description 1214,Medium
1333,3448,4,5,2025-05-18,In Progress,,Complaint description 1215,Medium
1334,4028,1,2,2023-05-01,Resolved,2024-12-28,Complaint description 1216,High
1335,3376,6,3,2024-04-08,Resolved,2025-12-28,Complaint description 1217,Low
1336,3495,1,5,2023-01-22,In Progress,,Complaint description 1218,Medium
1337,3952,4,5,2023-06-25,Resolved,2025-06-03,Complaint description 1219,Medium
1338,3578,5,5,2024-03-05,Resolved,2025-05-19,Complaint description 1220,Medium
1339,3972,3,2,2025-01-22,Resolved,2025-05-27,Complaint description 1221,Low
1340,3539,4,4,2024-04-01,In Progress,,Complaint description 1222,Low
1341,3065,4,4,2024-07-22,In Progress,,Complaint description 1223,High
1342,3342,2,4,2024-06-18,Open,,Complaint description 1224,Medium
1343,3872,3,2,2024-01-18,Resolved,2024-11-29,Complaint description 1225,Low
1344,3352,6,2,2024-03-14,In Progress,,Complaint description 1226,High
1345,3849,5,3,2023-06-23,Open,,Complaint description 1227,Medium
1346,3907,4,3,2025-05-19,Resolved,2024-04-09,Complaint description 1228,Low
1347,4030,3,4,2025-09-02,Open,,Complaint description 1229,Medium
1348,3586,1,2,2023-07-23,In Progress,,Complaint description 1230,Medium
1349,3083,3,4,2024-11-15,Resolved,2024-11-10,Complaint description 1231,Medium
1350,3479,2,5,2024-05-26,Resolved,2025-01-29,Complaint description 1232,High
1351,3955,3,3,2025-01-15,In Progress,,Complaint description 1233,High
1352,3450,3,5,2024-05-12,Resolved,2023-07-17,Complaint description 1234,High
1353,3207,3,1,2025-06-24,In Progress,,Complaint description 1235,Medium
1354,3456,6,1,2023-06-15,Open,,Complaint description 1236,Medium
1355,3619,6,2,2025-10-31,In Progress,,Complaint description 1237,Low
1356,3671,5,2,2023-06-09,Resolved,2025-08-31,Complaint description 1238,Medium
1357,3906,6,4,2023-02-25,In Progress,,Complaint description 1239,High
1358,3194,5,5,2025-01-14,Open,,Complaint description 1240,Low
1359,3143,1,5,2025-02-07,Resolved,2024-06-02,Complaint description 1241,Medium
1360,3908,5,1,2023-06-10,Resolved,2025-10-03,Complaint description 1242,Medium
1361,3654,6,2,2025-05-18,Open,,Complaint description 1243,Low
1362,3782,2,2,2023-11-21,In Progress,,Complaint description 1244,Low
1363,3209,4,5,2025-06-24,In Progress,,Complaint description 1245,Low
1364,3657,5,3,2024-08-25,Resolved,2023-04-27,Complaint description 1246,Medium
1365,3635,2,5,2025-03-28,In Progress,,Complaint description 1247,Medium
1366,3122,5,1,2025-10-16,Open,,Complaint description 1248,Low
1367,3066,4,3,2023-10-27,In Progress,,Complaint description 1249,Low
1368,3958,5,2,2023-02-05,Resolved,2023-07-12,Complaint description 1250,Low
1369,3099,1,1,2024-06-12,In Progress,,Complaint description 1251,Medium
1370,3832,5,1,2025-06-10,Open,,Complaint description 1252,Medium
1371,3635,6,3,2023-08-29,Resolved,2024-02-22,Complaint description 1253,Medium
1372,3937,5,5,2024-06-12,Open,,Complaint description 1254,Medium
1373,3816,6,3,2023-01-29,Open,,Complaint description 1255,Low
1374,3465,4,2,2024-05-25,In Progress,,Complaint description 1256,High
1375,3538,6,3,2025-01-10,Resolved,2025-07-27,Complaint description 1257,Medium
1376,3954,2,2,2023-08-04,In Progress,,Complaint description 1258,Low
1377,3407,5,3,2025-05-29,In Progress,,Complaint description 1259,Medium
1378,3140,2,1,2025-03-31,In Progress,,Complaint description 1260,Low
1379,3691,6,2,2023-10-03,Resolved,2023-02-03,Complaint description 1261,High
1380,3368,4,1,2023-03-14,Resolved,2025-07-14,Complaint description 1262,High
1381,3948,1,5,2025-04-12,Resolved,2023-05-26,Complaint description 1263,High
1382,3781,6,5,2025-08-23,In Progress,,Complaint description 1264,High
1383,3535,1,2,2024-05-27,Open,,Complaint description 1265,High
1384,3686,5,4,2024-02-01,Open,,Complaint description 1266,High
1385,3902,2,3,2023-01-14,In Progress,,Complaint description 1267,Low
